rider,timestamp,ax,ay,az,deviation,lat,lng,speed_kmh,accuracy,road_tag
anonymous,1777118279126,-0.959,-8.880,1.846,0.6897,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279143,6.792,-4.739,-5.562,0.1666,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279159,2.521,-4.575,-10.580,1.9896,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279177,-0.269,-4.608,-18.380,9.1405,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279193,-1.191,-5.144,-1.781,4.2378,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279209,-3.137,-8.316,-1.733,0.7548,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279226,8.269,-5.335,-6.928,2.2250,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279243,-0.607,-2.882,-12.030,2.5749,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279260,-0.743,-3.487,-12.791,3.4684,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279277,-2.239,-5.205,7.095,0.7303,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279292,-0.003,-5.708,-15.199,6.4255,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279309,7.189,-3.037,-12.812,5.1914,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279327,0.016,-5.235,-12.995,4.1997,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279343,-3.796,-7.318,8.569,2.0809,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279360,-1.651,-2.585,-6.259,2.8398,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279376,-0.552,0.569,-3.751,5.9765,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279393,1.726,-0.636,-9.286,0.3435,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279410,-0.686,-0.103,-18.429,8.6321,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279426,0.054,-2.095,-3.436,5.7854,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279445,2.293,-5.433,-17.593,8.7450,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279459,2.666,-1.766,-7.614,1.5513,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279476,0.717,-4.445,-11.855,2.8712,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279493,-1.309,-1.816,2.038,6.7824,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279510,-1.128,-5.794,-7.054,0.6119,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279526,-0.564,-4.387,-4.382,3.5834,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279543,3.477,-5.493,-16.530,7.9526,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279560,-1.163,0.488,-1.990,7.4535,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279575,-2.266,-2.988,-13.707,4.4002,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279592,-0.439,-1.345,-1.248,7.9230,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279609,0.814,-5.392,-13.753,4.9848,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279626,1.344,0.016,-1.130,8.0537,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279643,0.273,-6.375,-6.798,0.4864,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279659,-2.405,-7.719,-9.307,2.5183,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279676,1.898,-2.679,-8.892,0.3310,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279693,1.042,-1.382,-13.304,3.6064,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279710,-1.589,0.234,-16.696,6.9629,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279726,-1.667,-3.038,-12.634,3.2907,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279743,-1.716,-3.080,-16.412,6.9763,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279760,1.668,-3.028,-7.862,1.2215,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279776,-0.082,-3.754,-3.435,4.7210,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279792,-0.345,-5.146,-6.988,1.1246,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279810,-0.169,-4.484,-9.359,0.5687,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279827,-0.094,-3.471,-7.820,1.2541,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279843,1.133,-2.730,-8.271,1.0264,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279860,-0.396,-2.874,-10.145,0.7414,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279875,0.450,-3.425,-6.579,2.3793,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279892,-0.722,-4.658,-7.838,0.6640,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279910,0.348,-2.598,-9.256,0.1900,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279926,0.105,-2.557,-6.939,2.4138,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279943,1.044,-2.409,-5.832,3.4143,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279960,-0.516,-5.080,-15.100,6.1304,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279976,-0.156,-2.897,-9.405,0.0320,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118279993,-0.868,-4.036,-15.097,5.8411,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118280010,1.544,-1.702,-6.535,2.8831,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118280027,1.427,-6.324,-15.235,6.7473,49.060127,16.561294,54.9,2.0,rough
anonymous,1777118280043,-0.202,-3.383,-3.267,5.1028,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280060,-0.795,-5.753,-6.593,1.0237,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280076,0.123,-5.971,-2.396,3.3754,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280093,1.717,-6.187,-10.711,2.6785,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280109,-1.872,-4.899,-6.341,1.5813,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280126,-0.104,-5.162,-9.051,0.6104,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280143,-0.068,-6.361,-2.389,3.0146,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280160,0.379,-2.220,-7.686,1.8005,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280176,3.316,0.335,-13.894,4.4778,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280192,-2.974,-1.624,-11.016,1.7157,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280209,-2.549,-1.793,0.266,6.6817,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280226,-0.907,-5.969,-13.976,5.4142,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280243,-1.378,-3.859,-7.387,1.3623,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280260,3.646,-3.767,-8.731,0.3744,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280275,0.065,-1.212,-4.307,5.3350,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280292,-2.833,-5.636,-12.938,4.5837,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280310,-2.059,-3.731,-3.831,4.0796,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280326,-1.458,-2.120,-9.510,0.0417,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280343,4.384,-2.285,-11.172,2.4068,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280359,-1.766,-1.536,-10.020,0.4797,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280376,-2.881,-5.213,-9.206,1.1546,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280392,-2.866,-5.953,-5.769,1.0388,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280409,6.252,-3.582,-12.690,4.7831,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280426,4.164,-1.743,-10.756,1.8551,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280443,-1.570,-2.860,-15.950,6.4699,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280459,-2.460,-4.306,-6.617,1.5409,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280476,-2.591,-5.110,-14.711,5.9776,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280493,0.857,-5.164,-11.029,2.3978,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280510,4.219,-2.544,-2.009,4.4894,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280526,-2.242,-6.413,-11.288,3.3646,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280543,0.007,-4.594,-8.144,0.4600,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280560,0.325,-6.492,-12.296,4.0984,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280576,-1.358,-3.071,-6.603,2.4024,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280593,0.522,-4.456,-5.109,3.0105,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280610,0.672,-7.331,-5.495,0.6232,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280625,0.011,-5.201,-9.331,0.8730,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280642,0.745,-3.069,-8.272,0.9555,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280659,-0.707,-3.179,-10.741,1.4135,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280676,-1.308,-4.616,-10.115,1.3847,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280693,0.226,-3.477,-11.855,2.5468,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280709,3.377,-1.128,-14.401,5.0248,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280725,-0.569,-2.545,-4.398,4.6967,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280743,-3.738,-5.706,1.832,2.7471,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280760,-3.533,-6.381,-6.447,0.0756,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280776,3.773,-2.404,-10.548,1.6472,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280793,0.861,-3.074,-6.794,2.3031,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280809,-3.371,-2.575,-11.237,2.2008,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280825,-1.522,-4.580,0.120,4.9822,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280843,-1.373,-3.678,-7.691,1.1754,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280859,2.416,-3.487,-9.703,0.7793,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280876,1.698,-0.616,-6.582,2.9844,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280893,-2.220,-3.302,-14.299,5.0322,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280909,-1.350,-2.359,-4.421,4.6205,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280926,-1.711,-5.855,-11.131,2.8825,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280943,3.795,-4.212,-9.978,1.6658,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280959,5.650,-3.099,-13.647,5.2825,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280976,-0.859,-4.562,-7.581,0.9206,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118280993,-1.666,-6.308,0.644,3.2539,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118281009,-1.241,-3.455,-7.636,1.3371,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118281027,0.374,-4.219,-13.090,3.9484,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118281043,2.070,-1.838,-6.571,2.6796,49.060144,16.561090,54.5,2.0,rough
anonymous,1777118281059,1.034,-3.572,-13.584,4.2741,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281075,-1.149,-4.261,-1.947,4.9862,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281093,-1.494,-5.342,-6.848,0.9972,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281110,3.641,-3.462,-10.040,1.4166,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281126,0.673,-1.632,-6.174,3.3883,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281143,0.086,-1.373,-12.333,2.5993,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281160,0.170,-3.273,-3.097,5.3009,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281176,-1.558,-5.037,-11.991,3.2889,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281193,0.066,-5.652,-6.889,0.8990,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281210,4.551,-1.867,-4.425,3.1937,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281226,0.234,-4.080,-7.100,1.6175,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281243,-1.057,-3.006,2.648,5.6670,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281260,-0.447,-5.145,-16.479,7.4588,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281276,1.993,-1.218,-11.370,1.7979,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281293,3.260,-3.409,-14.221,5.1725,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281309,0.298,-6.161,-7.370,0.1992,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281326,-3.061,-5.250,-9.664,1.6062,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281343,0.048,-5.442,-19.859,10.7816,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281359,3.254,0.027,-10.881,1.5467,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281376,-4.798,0.463,9.451,0.7989,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281393,0.240,-4.346,-15.417,6.2096,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281410,-1.526,-5.289,-7.758,0.2972,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281426,4.018,-4.334,-11.558,3.1711,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281443,-0.092,-1.566,1.708,7.4912,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281460,-1.727,-7.279,-11.408,3.8320,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281476,-7.825,-9.271,-11.702,7.0457,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281493,1.474,-7.169,-23.849,15.1366,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281510,4.415,4.312,-2.148,3.2750,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281526,-12.580,-0.801,-20.278,14.0669,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281543,-8.705,-7.650,-4.168,2.5058,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281560,-4.596,-8.735,0.836,0.0954,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281576,6.340,-0.065,-3.455,2.5900,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281593,-9.566,-4.148,-9.876,4.5512,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281609,-9.905,-3.952,-19.915,12.7804,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281626,-1.477,-8.804,-15.166,7.7881,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281643,12.197,-4.323,0.122,3.1313,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281660,-5.111,-7.557,-3.302,0.1082,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281676,-7.312,-8.963,-7.567,4.0123,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281693,-5.124,-0.502,-12.470,3.6814,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281709,6.912,0.849,-20.792,12.1171,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281726,2.501,-2.262,-1.909,5.9345,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281743,-9.010,-8.962,15.563,10.2825,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281759,-2.793,-9.321,-7.213,2.3030,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281776,1.420,-1.871,-14.817,5.1921,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281794,0.825,-2.128,-17.941,8.2756,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281809,-7.746,0.593,-16.758,8.6608,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281826,-2.202,-3.849,-1.919,4.9788,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281843,-1.820,-17.814,-7.112,9.4572,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281860,8.140,-2.814,-8.694,2.4284,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281876,3.800,2.447,-7.184,1.3229,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281892,-10.006,5.657,-6.383,3.3377,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281910,2.781,-5.483,-6.286,1.0175,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281926,3.601,-8.504,-9.285,3.2856,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281943,5.307,-10.461,-0.106,1.9206,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281960,-1.078,-2.105,-16.859,7.2137,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281976,-7.825,3.284,-11.018,4.0968,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118281993,3.917,1.975,-18.933,9.6250,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118282009,1.900,-3.679,-10.363,1.3495,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118282026,-3.657,-5.493,-0.147,3.2091,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118282043,-2.320,-10.447,2.103,1.0958,49.060165,16.560906,51.4,2.0,rough
anonymous,1777118282060,3.287,-5.447,-5.561,1.3603,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282076,4.387,-2.913,-11.092,2.4691,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282093,0.964,-3.143,-11.185,1.8480,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282110,-1.857,2.866,-4.560,4.1131,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282126,-5.795,-0.226,-10.292,2.0040,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282143,0.760,-3.157,-10.780,1.4487,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282159,9.485,-7.437,-5.320,3.3649,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282176,5.579,-7.069,-5.215,0.5961,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282193,-0.838,-6.756,-15.984,7.5636,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282209,-1.581,-1.467,-1.455,7.2084,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282226,-0.663,-7.842,-15.589,7.6532,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282243,2.161,-3.408,-5.565,2.9361,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282259,3.274,-6.677,-11.258,3.6825,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282276,0.148,-8.974,-0.010,0.8347,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282293,1.548,-5.854,-4.527,2.2500,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282310,-2.702,-4.357,-5.482,2.3045,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282326,0.392,-6.731,-6.117,0.7059,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282343,0.956,-4.669,-6.570,1.6933,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282359,1.133,-5.271,-16.662,7.7029,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282376,1.562,-3.698,-9.405,0.4156,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282392,-1.474,-10.031,-11.437,5.4744,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282409,-3.199,-5.254,8.857,0.9732,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282426,4.511,-5.035,-9.749,2.0530,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282442,1.500,-2.410,-9.058,0.3171,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282459,-3.089,-1.252,-17.715,8.2154,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282476,-3.969,-4.104,6.028,1.5072,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282492,-2.382,-11.586,-9.092,5.1090,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282509,2.519,-10.158,-4.005,1.3958,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282525,6.273,-1.833,-9.502,1.7225,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282542,-9.077,7.859,-7.430,4.3094,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282559,-10.871,-2.173,-11.783,6.3686,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282576,-0.795,-10.583,-12.678,6.7235,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282592,8.300,-10.407,-3.792,4.0313,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282609,4.199,-3.338,-11.108,2.5251,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282626,-3.482,1.651,-22.601,13.1167,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282642,-1.025,-4.015,-15.043,5.7933,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282659,2.226,-13.135,5.745,4.6984,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282676,8.390,-11.296,-12.832,9.2334,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282692,-0.331,-2.884,-7.095,2.1442,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282709,-7.499,-1.216,-21.358,12.8587,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282726,-0.525,-2.668,0.839,6.9647,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282742,4.746,-2.179,-12.068,3.3392,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282759,0.324,-3.648,-1.073,5.9934,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282775,3.146,-4.600,-16.737,7.8305,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282792,-0.695,1.071,-22.417,12.6431,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282810,-1.979,-2.657,-12.122,2.7565,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282826,2.669,-0.985,-5.681,3.4562,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282842,1.760,-10.891,-3.425,1.7415,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282859,2.165,-5.759,-1.197,3.5421,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282876,-1.020,-0.681,-15.358,5.5967,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282893,-4.602,0.349,-23.695,14.3299,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282909,-1.130,-3.847,-22.473,13.0183,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282925,-0.653,-9.162,-3.450,0.0020,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282943,-0.400,-9.685,6.439,1.8268,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282960,2.479,-5.428,-4.485,2.3450,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282976,0.111,-1.939,-30.594,20.8453,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118282993,-0.059,3.229,-6.634,2.4318,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118283009,-0.167,-0.592,-10.809,1.0169,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118283026,-2.488,-7.143,3.511,1.4705,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118283043,-0.115,-13.317,-9.246,6.4022,49.060177,16.560747,46.1,2.0,rough
anonymous,1777118283059,6.175,-6.589,-12.241,5.4011,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283076,3.984,2.117,-18.003,8.7496,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283093,-3.771,2.579,-21.583,12.2510,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283110,-4.949,-5.383,-12.360,4.5508,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283126,-3.129,-10.602,3.588,1.8119,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283143,10.285,-11.025,-6.355,6.5520,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283160,-1.168,-0.728,-6.682,2.9878,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283176,-5.576,-1.668,-16.142,7.3490,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283193,-4.028,-5.039,8.968,1.2368,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283209,-1.585,-9.758,9.294,3.7591,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283226,7.672,-1.665,-6.543,0.4097,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283243,-1.647,-5.755,-15.066,6.4019,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283260,-2.167,-1.820,-6.797,2.4477,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283276,-4.994,-4.349,-21.035,12.2432,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283293,-5.084,-5.154,-10.605,3.0304,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283310,1.693,-7.848,-10.794,3.6422,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283326,1.659,-7.117,-9.553,2.2175,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283343,-0.565,-5.455,-13.515,4.7759,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283359,-0.302,-4.399,-9.676,0.8228,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283376,-5.175,-7.892,2.038,0.1556,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283393,-4.725,-7.624,-7.095,1.6264,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283410,0.936,-4.906,-6.164,1.8763,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283426,-0.459,-3.933,-10.085,1.0244,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283443,-1.116,-6.347,-9.297,1.5021,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283460,-0.214,-5.578,-3.817,3.0480,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283476,-0.411,-4.552,1.734,4.9222,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283493,-1.601,-6.907,-12.902,4.9120,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283509,-0.251,-3.935,-12.037,2.8564,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283526,-0.069,-2.020,-8.248,1.3177,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283543,-1.939,-5.302,-6.916,0.8828,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283560,-1.849,-9.148,-10.219,4.0292,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283575,-0.662,-7.782,-8.814,1.9670,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283593,2.524,-4.344,-6.689,1.4442,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283610,-0.646,-7.206,-11.947,4.1566,49.060176,16.560596,42.4,2.2,rough
anonymous,1777118283626,-4.322,-8.052,-7.837,2.2288,49.060176,16.560596,42.4,2.2,rough
